label,path,mfccs,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms,poly_features,tonnetz,mel_spectrogram,spectral_contrast
low,../../data/snsd/generated/noise_low/clnsp0-low.wav,-12.118624,0.45508838,1732.9119337096313,1547.7582160394804,3330.1891961348683,0.10014802631578948,0.02100184,0.2616442686293631,0.000279502837550601,0.15142807,22.50051287391962
low,../../data/snsd/generated/noise_low/clnsp1-low.wav,-12.40858,0.39181316,1926.673503174517,1486.1583803965243,3398.0321164991033,0.14080010085809427,0.0350252,0.3987673711707883,0.0050508932443571715,0.38522264,24.144889971681142
low,../../data/snsd/generated/noise_low/clnsp10-low.wav,-14.399076,0.4159319,1493.3045639535594,1371.833468330049,2775.2920401644215,0.08909778625198098,0.025171388,0.290828183755062,0.003365567423946106,0.26590735,22.921880380866945
low,../../data/snsd/generated/noise_low/clnsp100-low.wav,-15.140317,0.31210017,1788.8983974671141,1604.7128144865478,3271.0318413130735,0.10468122849770642,0.0461376,0.4028507937155423,0.004308040942320922,0.72610074,25.222639822029528
low,../../data/snsd/generated/noise_low/clnsp1000-low.wav,-17.082851,0.3978851,2091.568984518883,1758.81373465255,4009.8872324866707,0.1435423454778831,0.032981824,0.31906142878705973,-0.0028815566533734586,0.42510945,23.1979297021378
low,../../data/snsd/generated/noise_low/clnsp1001-low.wav,-11.889517,0.34969115,1589.288995947949,1582.5402236275831,3042.374195772059,0.08940121187363835,0.04233351,0.4144863466957184,0.0020201258605368356,0.7051017,24.845125589964034
low,../../data/snsd/generated/noise_low/clnsp1002-low.wav,-15.6150875,0.33655453,1792.6324876784352,1618.9330784306778,3405.6450019937383,0.11267482130198488,0.042866632,0.38205690807405057,-0.008322038276834571,0.691972,24.23461360191863
low,../../data/snsd/generated/noise_low/clnsp1003-low.wav,-10.854233,0.43814996,1525.6966211365782,1538.941037216965,2919.750507061298,0.08235885750534189,0.026971646,0.33950123984495506,0.0033099840573656003,0.2726574,23.413981837821844
low,../../data/snsd/generated/noise_low/clnsp1004-low.wav,-10.69796,0.36950564,1654.9884452104557,1594.5077116073128,3346.857685711773,0.08678397631332083,0.028841862,0.32579136521541224,-0.02064314611620831,0.28294712,24.627764042128746
low,../../data/snsd/generated/noise_low/clnsp1005-low.wav,-9.259508,0.50842506,1927.673233207632,1711.0769258109199,3557.7842975484914,0.12192438936781609,0.02530226,0.35347421903597337,0.0035907952160806494,0.19369571,21.910294331425025
low,../../data/snsd/generated/noise_low/clnsp1006-low.wav,-17.094692,0.34670165,1728.9644344211601,1461.0684652944115,3034.1763312430708,0.10366286723946785,0.03777184,0.3935196319870007,0.014016061268769447,0.5343231,24.81448363052832
low,../../data/snsd/generated/noise_low/clnsp1007-low.wav,-14.5255375,0.32586208,1872.6188918885653,1609.6043599812028,3462.1022558438985,0.11041578966917591,0.0394294,0.3779305859878868,0.016536913507711918,0.5957117,24.04758149414109
low,../../data/snsd/generated/noise_low/clnsp1008-low.wav,-16.559282,0.38757136,1603.52731718707,1434.6944048463586,3054.6005375129134,0.09547209936725207,0.041325178,0.41447085154138136,-0.007616988537684254,0.62848926,24.467020329055654
low,../../data/snsd/generated/noise_low/clnsp1009-low.wav,-14.199141,0.34970522,1821.7893791125443,1553.3212353438319,3291.0678663531553,0.10921761225728155,0.04632295,0.4305162030744293,-0.010564404644168524,0.72197294,24.056061082021937
low,../../data/snsd/generated/noise_low/clnsp101-low.wav,-10.272679,0.4063481,1765.773333860612,1624.1483367564736,3349.105354735089,0.10072060728637902,0.034238845,0.4118534033864276,-0.001416249888551674,0.45848638,22.965445125467465
low,../../data/snsd/generated/noise_low/clnsp1010-low.wav,-17.391905,0.35818207,1957.8055489471546,1613.3204721941374,3610.7991536458335,0.13362856264467593,0.036105603,0.3451056467766214,-0.0004768315618427965,0.50908434,24.1431933103214
low,../../data/snsd/generated/noise_low/clnsp1011-low.wav,-17.939108,0.3493524,1778.771271107565,1484.2205477702396,3137.1394189128328,0.1089884891213969,0.03772481,0.3930448629407028,0.014442067216365343,0.5342849,24.823080586376257
low,../../data/snsd/generated/noise_low/clnsp1012-low.wav,-14.630707,0.3533331,1924.327470556909,1609.2878169841758,3495.747944846082,0.10967275786247335,0.05415101,0.5504162191835864,0.013882872613952865,0.98745185,25.50613356717415
low,../../data/snsd/generated/noise_low/clnsp1013-low.wav,-15.513931,0.4540876,1592.6870031322526,1409.5163057578745,2895.3214161074648,0.10451285144004702,0.0278886,0.303059280118184,0.00526932162823627,0.35613948,22.514809051728626
low,../../data/snsd/generated/noise_low/clnsp1014-low.wav,-16.224102,0.35955945,2054.5574577897846,1696.7102197451954,3824.9921174327355,0.12727280689461884,0.04065835,0.3939187920509489,-0.0004586725636467436,0.6406748,23.979943200937093
low,../../data/snsd/generated/noise_low/clnsp1015-low.wav,-14.702599,0.30966374,1855.19984386873,1529.3660627529766,3298.046038901969,0.108390633918379,0.058010083,0.5281060414716552,-0.002445317952488641,1.0132542,24.875789651910036
low,../../data/snsd/generated/noise_low/clnsp1016-low.wav,-18.281958,0.32424614,1977.6794095662394,1577.0626107203784,3538.967184824486,0.13026964718892695,0.03243656,0.3415130517840706,-0.003789457976612391,0.35904098,24.919333889528446
low,../../data/snsd/generated/noise_low/clnsp1017-low.wav,-18.962666,0.3346853,1995.3036409906429,1670.4917978872986,3762.1131859756097,0.12010051448170732,0.038597524,0.3650449289654962,-0.009052967976854091,0.58791625,24.52490724899025
low,../../data/snsd/generated/noise_low/clnsp1018-low.wav,-5.9303823,0.43925798,1591.3519590546546,1605.7511205241615,3203.759765625,0.07723590738378684,0.03648083,0.4797996344005872,-0.014013929603744554,0.4206354,22.763304943771363
low,../../data/snsd/generated/noise_low/clnsp1019-low.wav,-5.6155605,0.49090898,1822.017080431988,1681.5078171016346,3409.095621583002,0.10327294048210736,0.037344664,0.47779794834237566,-0.002908153070617696,0.45821536,22.878555353382744
low,../../data/snsd/generated/noise_low/clnsp102-low.wav,-11.9142,0.42441535,1953.751154140025,1664.838063136104,3596.4943444447595,0.1115363756238657,0.043557875,0.49312845421504875,-0.0009375316238107341,0.63874304,24.340262736604593
low,../../data/snsd/generated/noise_low/clnsp1020-low.wav,-11.211316,0.46444407,1787.0956205524203,1570.582443346312,3398.949343659157,0.1141556140988372,0.032196857,0.4222232544990102,-0.010397538777857322,0.3517833,23.07217526805177
low,../../data/snsd/generated/noise_low/clnsp1021-low.wav,-13.74291,0.3263488,1686.3478665415466,1630.6508985026992,3223.766478269038,0.09030854678106212,0.043287322,0.4226546351588572,0.00029013568572046523,0.6728097,24.74928224532806
low,../../data/snsd/generated/noise_low/clnsp1022-low.wav,-16.238216,0.33731046,1996.4650648954632,1698.8317256009739,3634.313889646432,0.1352308457392197,0.04025826,0.38008883659871845,0.0033573684765349243,0.57332975,24.65817261397765
low,../../data/snsd/generated/noise_low/clnsp1023-low.wav,-14.720777,0.36900613,2168.968890080483,1587.8696337313938,3704.219231994367,0.14467584831008584,0.049446445,0.4267785033598716,-0.0032462510063105544,0.7943575,23.95951381882896
low,../../data/snsd/generated/noise_low/clnsp1024-low.wav,-13.216039,0.3995199,1659.9860584722492,1408.3959033891815,2965.324519230769,0.09953216813568376,0.034229197,0.34069557756336366,-0.012282431602713808,0.45885286,24.210139749237914
low,../../data/snsd/generated/noise_low/clnsp1025-low.wav,-14.344564,0.43991032,1704.6385958442404,1474.293470592076,3115.4050452686915,0.11223167348130841,0.031871337,0.34756957295347296,-0.0025934011822713065,0.40737242,22.805126917190375
low,../../data/snsd/generated/noise_low/clnsp1026-low.wav,-15.276922,0.34840086,1516.762855509641,1450.8193373736797,2909.375,0.08662175807823129,0.037560888,0.37900953080374733,-0.002963516970295946,0.5556686,24.423322746404455
low,../../data/snsd/generated/noise_low/clnsp1027-low.wav,-11.823315,0.33292004,1711.548498384222,1547.563494478447,3217.8571710293822,0.10012605386712439,0.02578452,0.2736646138789142,0.006115610862176283,0.24070026,23.63785707462191
low,../../data/snsd/generated/noise_low/clnsp1028-low.wav,-9.42596,0.33852676,1411.8902913147913,1347.343597931538,2592.373076830905,0.07334403757668712,0.03373742,0.34989951440184186,0.01218709761225203,0.43635836,24.612207104138957
low,../../data/snsd/generated/noise_low/clnsp1029-low.wav,-11.058723,0.33959028,1563.4897495788216,1523.982512847568,2975.4899088541665,0.08822157118055556,0.037489112,0.37922204191357506,-0.007637379378218022,0.50074923,24.244504943713487
low,../../data/snsd/generated/noise_low/clnsp103-low.wav,-12.394831,0.4000868,1721.8565048406572,1563.5333552716622,3101.691103653169,0.10464643328722334,0.032921873,0.3678776657077455,-0.0014126808342225046,0.3539649,24.25814166997939
low,../../data/snsd/generated/noise_low/clnsp1030-low.wav,-13.819687,0.42442706,1923.1588111818362,1458.0146815331507,3357.3736769153224,0.12671896001344085,0.027879788,0.32506438319874553,0.00522905541209813,0.27767408,22.914703918210712
low,../../data/snsd/generated/noise_low/clnsp1031-low.wav,-14.0521145,0.43867207,1982.8418082522444,1567.7362202637266,3483.1416640170787,0.1486068843871124,0.029591314,0.32959664640341574,0.009199026888070502,0.3892287,22.485928359387284
low,../../data/snsd/generated/noise_low/clnsp1032-low.wav,-7.3745546,0.35690284,1762.7947194047956,1670.2150158201882,3419.881787109375,0.093271484375,0.039001364,0.4435480274865094,-0.015821903799251486,0.5167855,24.106936004994697
low,../../data/snsd/generated/noise_low/clnsp1033-low.wav,-16.889679,0.33025232,1849.1233569738997,1569.3443395351367,3397.3204825088565,0.11567916561234817,0.03493849,0.34517460251891413,-0.0011042134728860358,0.46412215,23.779244594861762
low,../../data/snsd/generated/noise_low/clnsp1034-low.wav,-10.3443,0.34234735,1632.9714540659827,1522.0054880253701,3076.0401895601453,0.0898930797838185,0.03947916,0.43931064793448965,-0.008091020230425173,0.55679584,24.024968115401524
low,../../data/snsd/generated/noise_low/clnsp1035-low.wav,-12.52968,0.3389226,1752.440830019755,1469.3504185639065,3024.556831691576,0.10202159052309782,0.048591346,0.4330027710912059,-0.0021531142841216904,0.7206006,23.602075842989887
low,../../data/snsd/generated/noise_low/clnsp1036-low.wav,-14.3941145,0.39159906,2126.32153346585,1574.9412339961634,3741.038318247522,0.1532471778634361,0.034855384,0.3894295655302713,-0.00019316938126109155,0.47179076,23.815740572921047
low,../../data/snsd/generated/noise_low/clnsp1037-low.wav,-13.937294,0.389932,1956.4619595585418,1710.6873645483731,3642.3014322916665,0.12567138671875,0.030597042,0.3372068285030847,-0.0073827010326319095,0.34087777,23.53635406960311
low,../../data/snsd/generated/noise_low/clnsp1038-low.wav,-11.6764765,0.41887736,1601.372640822311,1451.6993494046726,2920.9953523251083,0.09626343038232105,0.033786245,0.39940079098198655,-0.0010241914882609113,0.43583876,23.195316218523
low,../../data/snsd/generated/noise_low/clnsp1039-low.wav,-10.641955,0.41369477,1478.3130114062442,1538.4492545660785,2815.8907181989107,0.0779071981976141,0.052907284,0.5640528373396091,0.0004875213283804367,1.0110874,23.868241353172273
low,../../data/snsd/generated/noise_low/clnsp104-low.wav,-9.600468,0.39241752,1602.3996360521114,1590.553639072603,3015.6719535534735,0.08493505055987204,0.034154374,0.36954249507044845,0.0002841839979667378,0.42476112,23.651077073480252
low,../../data/snsd/generated/noise_low/clnsp1040-low.wav,-9.738508,0.41073203,1583.8656382286813,1347.0386562440874,2742.828619970034,0.09907761665239725,0.041546624,0.4788043980126357,-0.00766844352374661,0.58171976,23.84736992773772
low,../../data/snsd/generated/noise_low/clnsp1041-low.wav,-13.817159,0.36639512,1791.7104210927198,1632.1315945609167,3330.495236104705,0.10866239765913284,0.03930839,0.41467316846096886,0.0012664261543748386,0.56391823,23.971428533551084
low,../../data/snsd/generated/noise_low/clnsp1042-low.wav,-10.794542,0.38908562,1436.6200861105744,1405.7577518535554,2750.2544806985293,0.06931774662990196,0.043525532,0.4935727023377011,0.0007248088102702648,0.6457473,24.25313560943956
low,../../data/snsd/generated/noise_low/clnsp1043-low.wav,-9.2075815,0.44742548,1790.9470224272213,1672.3248213617778,3474.1121357384745,0.0851308148170152,0.026195064,0.31785303158559836,0.0013936969960721118,0.25577217,23.169450506301853
low,../../data/snsd/generated/noise_low/clnsp1044-low.wav,-14.782893,0.31238618,2024.4762666422148,1664.6521529660583,3670.8973253626627,0.12842856053416485,0.042746406,0.42892533083795864,-0.00557737332213968,0.5834064,25.085525165891937
low,../../data/snsd/generated/noise_low/clnsp1045-low.wav,-14.492752,0.3445001,1653.2695287151298,1471.167369323222,2981.5783393673782,0.09533473069105691,0.05341286,0.46430844418778944,-0.0083124207234183,0.9914304,24.302607478269003
low,../../data/snsd/generated/noise_low/clnsp1046-low.wav,-15.439609,0.38365844,1550.0604159034044,1494.5203225380344,2894.82421875,0.09223090277777778,0.028071912,0.3098833065067475,0.0038310133399386006,0.29153985,24.068948871498925
low,../../data/snsd/generated/noise_low/clnsp1047-low.wav,-13.431895,0.37043175,1614.1126262873477,1320.9866528711766,2804.3344116210938,0.10093819754464285,0.032357167,0.3529526823472008,0.004479644925121667,0.36998945,23.85271498073616
low,../../data/snsd/generated/noise_low/clnsp1048-low.wav,-12.427721,0.41309157,1427.0003970624193,1348.307999917836,2657.469043916869,0.08040364583333333,0.03455177,0.3629409391935816,0.004997053981714765,0.48228538,23.126593371042134
low,../../data/snsd/generated/noise_low/clnsp1049-low.wav,-15.120702,0.35843134,1673.882511947759,1567.301766820024,3226.3843805017605,0.102251202527666,0.037514,0.416596807067511,-0.0006743509622211917,0.45520312,24.93739861506643
low,../../data/snsd/generated/noise_low/clnsp105-low.wav,-15.967288,0.33131072,1583.592938629731,1532.776869748468,2921.4165311410607,0.08675259897908366,0.04900383,0.44495176279434373,-0.01138469910033442,0.84562665,25.079101205288204
low,../../data/snsd/generated/noise_low/clnsp1050-low.wav,-7.051793,0.35882497,1444.6188959903766,1554.2127967905437,2794.1409549197633,0.06510071036438224,0.047364946,0.4805959861466469,-0.01332898366705962,0.7220412,24.438479629957993
low,../../data/snsd/generated/noise_low/clnsp1051-low.wav,-16.387915,0.30938372,1590.9669140073233,1478.0930252367973,3028.4671783447266,0.08948952811104911,0.037285976,0.37661364495313443,-0.008489947677492738,0.5550934,25.31883742311166
low,../../data/snsd/generated/noise_low/clnsp1052-low.wav,-19.537779,0.29012275,1583.0153585127882,1526.9615346885512,3029.952534730245,0.08129296152957487,0.035381883,0.34924084090198526,-0.001172070593956781,0.4722226,26.26595481434602
low,../../data/snsd/generated/noise_low/clnsp1053-low.wav,-15.949977,0.33973274,1802.802504966901,1624.1998961057989,3429.0087890625,0.10406842912946429,0.03149654,0.3414123451137072,-0.0007615660906008975,0.35666904,24.06588830630859
low,../../data/snsd/generated/noise_low/clnsp1054-low.wav,-14.28288,0.33334205,1838.9550015750021,1550.4626492739299,3286.341594827586,0.10283171053981938,0.06315835,0.5545143193983878,0.0008542285770493656,1.1984924,24.49632417066938
low,../../data/snsd/generated/noise_low/clnsp1055-low.wav,-13.925837,0.43303108,1930.9887992792765,1682.9741448589302,3587.1146347621184,0.11408687023114901,0.03124334,0.36965486514691853,-0.002339390841994558,0.39314255,22.83492599624791
low,../../data/snsd/generated/noise_low/clnsp1056-low.wav,-15.271444,0.37788582,1740.3872355404217,1455.0121049645709,3155.098568609429,0.11186033466695501,0.03515435,0.361582443764312,-0.00055543532115795,0.4755781,24.218665422269282
low,../../data/snsd/generated/noise_low/clnsp1057-low.wav,-14.255743,0.33038107,1832.2892914580837,1527.6830039093886,3273.9604048295455,0.10937894570707071,0.06370274,0.555974482807516,-0.006705930761719436,1.4705803,24.47275122853882
low,../../data/snsd/generated/noise_low/clnsp1058-low.wav,-19.28906,0.30231884,1758.062156627079,1623.7210558106453,3494.6926540798613,0.09149446212705761,0.042978905,0.3995627373182448,0.0107749484360665,0.6906582,25.38364827075598
